Quercus-alba,White oak,,Cyncia-inopinatus,Unexpected Cycnia,https://live.staticflickr.com/8434/7622728700_0920a3bd7d_b.jpg,Danaus-plexippus,Monarch Butterfly,https://live.staticflickr.com/3226/2986542299_784f550380_b.jpg,
Quercus-coccinea,Scarlet oak,,Pyrrharctia-isabella,Isabella Tiger Moth,https://live.staticflickr.com/7367/9363329548_9c4d30a01c_b.jpg,Hyalophora-cecropia,Cecropia Silkmoth,https://live.staticflickr.com/3153/2632059964_09bd6218ca_b.jpg,
Vaccinium-angustifolium,Lowbush blueberry,,Eubaphe-mendica,The Beggar,https://live.staticflickr.com/2947/15295563727_2ee64db5e6_b.jpg,Hemaris-diffinis,Snowberry Clearwing,https://live.staticflickr.com/1762/42853104744_3b7cf677bb_b.jpg,
Solidago-speciosa,Showy goldenrod,,Cucullia-convexipennis,Brown-Hooded Owlet,https://live.staticflickr.com/1768/42454944305_4d2362e265_b.jpg,Leuconycta-diphteroides,Green Leuconycta,https://live.staticflickr.com/5300/5559450141_91f0393dfd_b.jpg,
Solidago-caesia,Wreath goldenrod,,Synchlora-aerata,Camoflaged Looper,https://live.staticflickr.com/1/1005135_29be582210.jpg,Schinia-nundina,Goldenrod Flower Moth,https://live.staticflickr.com/5777/20635255806_8a7797e500_b.jpg,
Cornus-florida,Flowering Dogwood,,Orgyia-definita,Definite Tussock Moth,https://live.staticflickr.com/3928/15381461860_10be5c3413_b.jpg,Xanthotype-sospeta,Crocus Geometer,https://live.staticflickr.com/4367/35994888534_50e2c23690_b.jpg,
Viburnum-prunifolium,Blackhaw,,Calledapteryx-dryopterata,Brown Scoopwing,https://live.staticflickr.com/7370/9353604468_26dddf0b1d_b.jpg,Agriopodes-fallax,Green Marvel,https://live.staticflickr.com/375/18420955538_5e1c85753d_b.jpg,
Symphyotrichum-concolor,Eastern silver aster,,Epiblema-scudderiana,Goldenrod Gall Moth,https://live.staticflickr.com/675/22288865946_734be397a0_b.jpg,Tornos-scolopacinarious,Dimorphic Gray,https://live.staticflickr.com/7540/16038471767_992353dac6.jpg,
Symphyotrichum-georgianum,Georgia aster,,Clepsis-clemensiana,Clemens' Clepsis Moth,https://live.staticflickr.com/7581/16040380519_ac75362a3d.jpg,Eucosma-tomonana,Aster-head Phaneta,https://live.staticflickr.com/8070/28847812770_1c763c22f5_b.jpg,
Symphyotrichum-turbinellum,Smooth violet prairie aster,,Cochylis-hoffmanana,Hoffman's Cochlid Moth,https://live.staticflickr.com/7753/29102209446_0c4f676813_b.jpg,Cucillia-speyeri,Speyer's Cucillia,https://live.staticflickr.com/2907/14275295079_eeca583a0d_b.jpg,
Helianthus-angustifolius,Swamp sunflower,,Hypercompe-scribonia,Giant Leopard Moth,https://live.staticflickr.com/5348/31067529840_b4d1e4ef7d_b.jpg,Cochylis-hospes,Banded Sunflower Moth,https://live.staticflickr.com/3034/2853670303_31e9ece564.jpg,
Helianthus-microcephalus,Small woodland sunflower,,Plagiomimicus-spumosum,Frothy Moth,https://live.staticflickr.com/3849/15039086655_8aa00b399f_b.jpg,Orgyia-leucostigma,Whitemarked Tussock Moth,https://live.staticflickr.com/66/154573496_a43a70fba4_b.jpg,
Rhus-aromatica,Fragrant sumac,,Satyrium-calanus,Banded Hairstreak,https://live.staticflickr.com/2821/11563803265_182f7ab5c9_b.jpg,Calycopis-cecrops,Red-Banded Hairstreak,https://live.staticflickr.com/4856/44395302310_ea22d9778b_b.jpg,
Rhododendron-austrinum,Orange azalea,,Scopula-limboundata,Large Lace-Border,https://live.staticflickr.com/5116/14385372525_e67a3b5542_b.jpg,Sphinx-kalmiae,Laurel Sphinx,https://live.staticflickr.com/3162/2703488049_c3562c68cf.jpg,
Rhododendron-canescens,Mountain azalea,,Hyles-lineata,White-Lined Sphinx,https://live.staticflickr.com/3162/2703488049_c3562c68cf.jpg,Callosamia-promethea,Promethea Silkmoth,https://live.staticflickr.com/1228/643065771_0869b8b988_b.jpg,
Rhododendron-arborescens,Smooth azalea,,Schizura-concinna,Red-Humped Caterpillar,https://live.staticflickr.com/3922/15256368682_9504a7e764_b.jpg,Automeris-io,Lo Moth,https://live.staticflickr.com/4075/4807361596_a5cb8ff89c_b.jpg,
Rhododendron-prunifolium,Plumleaf azalea,,Caloptilia-azaleela,Azalea Leafminer,https://live.staticflickr.com/4407/37043182491_677018ae60.jpg,Caloptilia-violacella,Tick-Trefoil Caloptilia,https://live.staticflickr.com/3758/14254494764_81415c5814_b.jpg,
Rhododendron-vaseyi,Pinkshell azalea,,Acronicta-tritona,Gray Dagger Moth,https://live.staticflickr.com/3140/2618853079_8e6804dd95.jpg,Pyralidae,Tulsa Finitella,https://live.staticflickr.com/65535/49677168736_4f049a7b44_b.jpg,
Ilex-glabra,Inkberry,,Dolba-hyloeus,Pawpaw Spinx,https://live.staticflickr.com/70/181176665_473dbdb2c1_b.jpg,Euclea-delphinii,Spiny Oak Slug Moth,https://live.staticflickr.com/5519/9274500264_e797539090_b.jpg,
Ilex-opaca,American holly,,Antheraea-polyphemus,Polyphemus Moth,https://live.staticflickr.com/2790/5782213928_ae7a97ea95_b.jpg,Ilexia-intractata,Black Dotted Ruddy Moth,https://live.staticflickr.com/640/21662956301_629e00afd6_b.jpg,
Gaylussacia-baccata,Black huckleberry,,Limenitis-archippus,Chokecheery,https://live.staticflickr.com/4347/35794228714_b67483e35c_b.jpg,Sphinx-gordius,Apple Sphinx,https://live.staticflickr.com/521/19981375299_23b1a6aebb_b.jpg,
Sassafras-albidum,Sassafras,,Papilio-troilus,Spicebush Swallowtail,https://live.staticflickr.com/521/19981375299_23b1a6aebb_b.jpg,Callosamia-anguliera,Tuliptree Silkmoth,https://live.staticflickr.com/33/49449255_c2702a1e78_b.jpg,
Nyssa-sylvatica,Blackgum,,Polygrammate-hebraeicum,The Hebrew,https://live.staticflickr.com/358/19092600976_e06b00f8a4_b.jpg,Adoneta-spinuloides,Purple-Crested Slug,https://live.staticflickr.com/1363/1490417556_65078378ce_b.jpg,
Lonicera-sempervirens,Trumpet honeysuckle,,Hymenia-perspectalis,Spotted Beet Webworm,https://live.staticflickr.com/7292/16246958728_e2ea2e9186_b.jpg,Hemaris-thysbe,Hummingbird Clearwing,https://live.staticflickr.com/7261/7612918342_bf92bd40a8_b.jpg,
Geranium-maculatum,Spotted geranium,,Apamea-devastator,Glassy Borer,https://live.staticflickr.com/3472/3948443603_af41a738fd_b.jpg,Spargania-magnoliata,Double-Banded Carpet,https://live.staticflickr.com/3529/3949222666_0b1f819f27_b.jpg,
Vernonia-acaulis,Stemless ironweed,,Synchlora-aerata,Wavy Lined Emerald,https://upload.wikimedia.org/wikipedia/commons/7/7d/Kaldari_Synchlora_aerata_01.jpg,Polygrammodes-flavidalis,Ironweed Root Moth,https://upload.wikimedia.org/wikipedia/commons/1/16/Ironweed_Root_Moth_%28Polygrammodes_flavidalis%29_%2814627643367%29.jpg,
Vernonia-noveboracensis,New york ironweed,,Grammia-parthenice,Parthenice Tiger Moth,https://live.staticflickr.com/3639/3620885694_89025a4daa_b.jpg,Carmenta-bassiformis,Eupatorium Borer Moth,https://live.staticflickr.com/65535/50075183166_a0fa1387b7_b.jpg,
Rudbeckia-fulgida,Orange coneflower,,Papaipema-nelita,Coneflower Borer,https://live.staticflickr.com/3469/3954871140_68bbde9f00.jpg,Epiblema-carolinana,Gray Botched Epiblema,https://live.staticflickr.com/7403/27370123103_0cb94af2f3_b.jpg,
Rudbeckia-triloba,Browneyed susan,,Archips-grisea,Gray Archips Moth,https://live.staticflickr.com/2896/14092660827_f5430f536d_b.jpg,Papaipema-unimoda,Meadow Rue Borer,https://live.staticflickr.com/5604/32004842702_58c7e28c4d_b.jpg,
Oenothera-fruticosa,Narrowleaf evening primrose,,Cochylis-oenotherana,Primrose Cochylid Moth,https://live.staticflickr.com/5140/5560060186_126de07f35_b.jpg,Schinia-florida,Primrose Flower Moth,https://live.staticflickr.com/3538/3325892891_e96304abcb.jpg,
Oxydendrum-arboreum,Sourwood,,Junonia-coenia,Common Buckeye,https://live.staticflickr.com/2850/11021545753_7fe32786f2_b.jpg,Papilio-canadensis,Canadian Tiger SwallowTail,https://live.staticflickr.com/1786/28079211217_1c05561366_b.jpg,
Iris-cristata,Dwarf crested iris,,Amphipoea-americana,American Ear Moth,https://live.staticflickr.com/3471/3981143819_6d5ea6c5ee_b.jpg,Helotropha-reniformis,American Crescent Borer,https://live.staticflickr.com/6063/6081444745_e799dd6d30.jpg,
Franklinia-alatamaha,Franklin tree,,Furcula-borealis,White Furcula,https://live.staticflickr.com/5061/13860131873_f8f7c9341e_b.jpg,Haploa-clymene,Clymene Moth,https://live.staticflickr.com/36/99566350_aa73adbf18.jpg,
Asclepias-tuberosa,Butterfly milkweed,,Cycnia-inopinatus,Unexpected Cycnia,https://upload.wikimedia.org/wikipedia/commons/d/d7/Cycnia_inopinatus_%E2%80%93_Unexpected_Cycnia_Moth_%28ID_verified_by_Ken_Childs%29_%2814422567929%29.jpg,Pyrrharctia-isabella,Isabella Tiger Moth,https://live.staticflickr.com/3141/2576252043_a49b491314.jpg,
Lindera-benzoin,Northern spicebush,,Papilio-trolius,Spicebush Swallowtail,https://live.staticflickr.com/8316/29727246146_ffc41afe76_b.jpg,Callosamia-promethea,Promethea Silkmoth,https://live.staticflickr.com/7745/27194235793_fbcf234847_b.jpg,
Hypericum-densiflorum,Bushy st. johnswort,,Nedra-ramosula,Gray Half Spot,https://live.staticflickr.com/7583/16038900219_892402dfae_m.jpg,Antheraea-polyphemus,Polyphemus Moth,https://live.staticflickr.com/2790/5782213928_ae7a97ea95_b.jpg,
Lyonia-mariana,Piedmont staggerbush,,Euclea-delphinii,Spiny Oak Slug Moth,https://live.staticflickr.com/5519/9274500264_e797539090_b.jpg,Elophila-obliteralis,Waterlily Leafcutter Moth,https://live.staticflickr.com/3891/14346945562_a237059008_b.jpg,https://live.staticflickr.com/3891/14346945562_a237059008_b.jpg
